story_name,story_section,question,answer1,answer2,local_or_sum,attribute,ex_or_im,ex_or_im2
the-iron-stove,"then he gave her someone for a guide , who walked near her and said nothing , but he brought her in two hours to her house . there was great joy in the castle when the princess came back , and the old king fell on her neck and kissed her . but she was very much troubled , and said , ' dear father , listen to what has befallen me ! i should never have come home again out of the great wild wood if i had not come to an iron stove , to whom i have had to promise that i will go back to free him and marry him ! ' the old king was so frightened that he nearly fainted , for she was his only daughter . so they consulted together , and determined that the miller 's daughter , who was very beautiful , should take her place . they took her there , gave her a knife , and said she must scrape at the iron stove . she scraped for twenty - four hours , but did not make the least impression . when the day broke , a voice called from the iron stove , ' it seems to me that it is day outside . ' then she answered , ' it seems so to me ; i think i hear my father 's mill rattling . ' ' so you are a miller 's daughter ! then go away at once , and tell the king 's daughter to come . '",what did the miller's daughter do when she arrived at the great wild wood ?,scraped for twenty - four hours .,,local,action,explicit,
the-iron-stove,"then he gave her someone for a guide , who walked near her and said nothing , but he brought her in two hours to her house . there was great joy in the castle when the princess came back , and the old king fell on her neck and kissed her . but she was very much troubled , and said , ' dear father , listen to what has befallen me ! i should never have come home again out of the great wild wood if i had not come to an iron stove , to whom i have had to promise that i will go back to free him and marry him ! ' the old king was so frightened that he nearly fainted , for she was his only daughter . so they consulted together , and determined that the miller 's daughter , who was very beautiful , should take her place . they took her there , gave her a knife , and said she must scrape at the iron stove . she scraped for twenty - four hours , but did not make the least impression . when the day broke , a voice called from the iron stove , ' it seems to me that it is day outside . ' then she answered , ' it seems so to me ; i think i hear my father 's mill rattling . ' ' so you are a miller 's daughter ! then go away at once , and tell the king 's daughter to come . '",why did the iron stove tell the miller's daughter to go away at once and tell the king's daughter to come ?,she revealed that she was the miller 's daughter .,,local,causal relationship,implicit,
the-iron-stove,"then she went away , and told the old king that the thing inside the iron stove would not have her , but wanted the princess . the old king was frightened , and his daughter wept . but they had a swineherd 's daughter who was even more beautiful than the miller 's daughter , and they gave her a piece of gold to go to the iron stove instead of the princess . then she was taken out , and had to scrape for four - and - twenty hours , but she could make no impression . as soon as the day broke the voice from the stove called out , ' it seems to be daylight outside . ' then she answered , ' it seems so to me too ; i think i hear my father blowing his horn . ' ' so you are a swineherd 's daughter ! go away at once , and let the king 's daughter come . and say to her that what i foretell shall come to pass , and if she does not come everything in the kingdom shall fall into ruin , and not one stone shall be left upon another . '","what did the king do when the prince inside the iron stove would not have the miller's daughter, but wanted the princess ?",gave the swineherd 's daughter a piece of gold to go to the iron stove instead of the princess .,,local,action,explicit,
the-iron-stove,"then she went away , and told the old king that the thing inside the iron stove would not have her , but wanted the princess . the old king was frightened , and his daughter wept . but they had a swineherd 's daughter who was even more beautiful than the miller 's daughter , and they gave her a piece of gold to go to the iron stove instead of the princess . then she was taken out , and had to scrape for four - and - twenty hours , but she could make no impression . as soon as the day broke the voice from the stove called out , ' it seems to be daylight outside . ' then she answered , ' it seems so to me too ; i think i hear my father blowing his horn . ' ' so you are a swineherd 's daughter ! go away at once , and let the king 's daughter come . and say to her that what i foretell shall come to pass , and if she does not come everything in the kingdom shall fall into ruin , and not one stone shall be left upon another . '",what did the iron stove do when he realized that the girl was the swineherd's daughter ?,"told her to go away at once , and let the king 's daughter come .",,local,action,explicit,
the-iron-stove,"when the princess heard this she began to cry , but it was no good ; she had to keep her word . she took leave of her father , put a knife in her belt , and went to the iron stove in the wood . as soon as she reached it she began to scrape , and the iron gave way and before two hours had passed she had made a little hole . then she peeped in and saw such a beautiful youth all shining with gold and precious stones that she fell in love with him on the spot . so she scraped away harder than ever , and made the hole so large that he could get out . then he said , ' you are mine , and i am thine ; you are my bride and have set me free ! '",why was the princess crying ?,if she did not come everything in the kingdom shall fall into ruin and not one stone shall be left upon another .,,local,causal relationship,explicit,
the-iron-stove,"when the princess heard this she began to cry , but it was no good ; she had to keep her word . she took leave of her father , put a knife in her belt , and went to the iron stove in the wood . as soon as she reached it she began to scrape , and the iron gave way and before two hours had passed she had made a little hole . then she peeped in and saw such a beautiful youth all shining with gold and precious stones that she fell in love with him on the spot . so she scraped away harder than ever , and made the hole so large that he could get out . then he said , ' you are mine , and i am thine ; you are my bride and have set me free ! '",what did the princess do when she had to keep her word ?,"took leave of her father , put a knife in her belt , and went to the iron stove in the wood .",,local,action,explicit,
the-iron-stove,"when the princess heard this she began to cry , but it was no good ; she had to keep her word . she took leave of her father , put a knife in her belt , and went to the iron stove in the wood . as soon as she reached it she began to scrape , and the iron gave way and before two hours had passed she had made a little hole . then she peeped in and saw such a beautiful youth all shining with gold and precious stones that she fell in love with him on the spot . so she scraped away harder than ever , and made the hole so large that he could get out . then he said , ' you are mine , and i am thine ; you are my bride and have set me free ! '",why did the princess scrape harder than ever ?,the princess peeped in and saw such a beautiful youth all shining with gold and precious stones that she fell in love with him on the spot .,,local,causal relationship,explicit,
the-iron-stove,"and a little toad came forward and let her in . when she entered they all bid her welcome , and made her sit down . they asked her how she came there and what she wanted . then she told everything that had happened to her , and how , because she had exceeded her permission only to speak three words , the stove had disappeared with the prince ; and how she had searched a very long time , and must wander over mountain and valley till she found him . then the old toad said : ' little green toad whose leg doth twist , go to the corner of which you wist , and bring to me the large old kist . '",what did the toads do when the princess came in ?,"bid her welcome , and made her sit down .",,local,action,explicit,
the-iron-stove,"he wanted to take her with him to his kingdom , but she begged him just to let her go once more to her father ; and the prince let her go , but told her not to say more than three words to her father , then to come back again . so she went home , but alas ! she said more than three words ; and immediately the iron stove vanished and went away over a mountain of glass and sharp swords . but the prince was free , and was no longer shut up in it . then she said good - bye to her father , and took a little money with her , and went again into the great wood to look for the iron stove ; but she could not find it . she sought it for nine days , and then her hunger became so great that she did not know how she could live any longer . and when it was evening she climbed a little tree and wished that the night would not come , because she was afraid of the wild beasts .",why did the iron stove vanish and go away over a mountain of glass and sharp swords ?,the princess said more than three words to her father .,,local,causal relationship,explicit,
the-iron-stove,"when midnight came she saw afar off a little light , and thought , ' ah ! if only i could reach that ! ' then she got down from the tree and went towards the light . she came to a little old house with a great deal of grass growing round , and stood in front of a little heap of wood . she thought , ' alas ! what am i coming to ? ' and peeped through the window ; but she saw nothing inside except big and little toads , and a table beautifully spread with roast meats and wine , and all the dishes and drinking - cups were of silver . then she took heart and knocked . then a fat toad called out : ' little green toad with leg like crook , open wide the door , and look who it was the latch that shook . '",where did the princess find the big and little toads ?,a little old house .,,local,setting,explicit,
the-iron-stove,"and the little toad went and brought out a great chest . then they gave her food and drink , and led her to a beautifully made bed of silk and samite , on which she lay down and slept soundly . when the day dawned she arose , and the old toad gave her three things out of the huge chest to take with her . she would have need of them , for she had to cross a high glass mountain , three cutting swords , and a great lake . when she had passed these she would find her lover again . so she was given three large needles , a plough - wheel , and three nuts , which she was to take great care of . she set out with these things , and when she came to the glass mountain which was so slippery she stuck the three needles behind her feet and then in front , and so got over it , and when she was on the other side put them carefully away .",what did the little toad do when the princess told everything that had happened to her ?,went and brought out a great chest .,,local,action,explicit,
the-iron-stove,"and the little toad went and brought out a great chest . then they gave her food and drink , and led her to a beautifully made bed of silk and samite , on which she lay down and slept soundly . when the day dawned she arose , and the old toad gave her three things out of the huge chest to take with her . she would have need of them , for she had to cross a high glass mountain , three cutting swords , and a great lake . when she had passed these she would find her lover again . so she was given three large needles , a plough - wheel , and three nuts , which she was to take great care of . she set out with these things , and when she came to the glass mountain which was so slippery she stuck the three needles behind her feet and then in front , and so got over it , and when she was on the other side put them carefully away .",what did the princess need to do to find her lover ?,"cross a high glass mountain , three cutting swords , and a great lake .",,local,action,explicit,
the-iron-stove,"then she reached the three cutting swords , and got on her plough - wheel and rolled over them . at last she came to a great lake , and , when she had crossed that , arrived at a beautiful castle . she went in and gave herself out as a servant , a poor maid who would gladly be engaged . but she knew that the prince whom she had freed from the iron stove in the great wood was in the castle . so she was taken on as a kitchen - maid for very small wages . now the prince was about to marry another princess , for he thought she was dead long ago .",why was the prince about to marry another princess ?,the prince thought the princess was dead long ago .,,local,causal relationship,explicit,
the-iron-stove,"in the evening , when she had washed up and was ready , she felt in her pocket and found the three nuts which the old toad had given her . she cracked one and was going to eat the kernel , when behold ! there was a beautiful royal dress inside it ! when the bride heard of this , she came and begged for the dress , and wanted to buy it , saying that it was not a dress for a serving - maid . then she said she would not sell it unless she was granted one favour - namely , to sleep by the prince 's door . the bride granted her this , because the dress was so beautiful and she had so few like it . when it was evening she said to her bridegroom , ' that stupid maid wants to sleep by your door . ' ' if you are contented , i am , ' he said . but she gave him a glass of wine in which she had poured a sleeping - draught . then they both went to his room , but he slept so soundly that she could not wake him . the maid wept all night long , and said , ' i freed you in the wild wood out of the iron stove ; i have sought you , and have crossed a glassy mountain , three sharp swords , and a great lake before i found you , and will you not hear me now ? ' the servants outside heard how she cried the whole night , and they told their master in the morning . ",why did the bride give the prince a sleeping-draught ?,the bride did not want the princess to talk to the prince .,,summary,causal relationship,implicit,
the-iron-stove,"then she reached the three cutting swords , and got on her plough - wheel and rolled over them . at last she came to a great lake , and , when she had crossed that , arrived at a beautiful castle . she went in and gave herself out as a servant , a poor maid who would gladly be engaged . but she knew that the prince whom she had freed from the iron stove in the great wood was in the castle . so she was taken on as a kitchen - maid for very small wages . now the prince was about to marry another princess , for he thought she was dead long ago .",where did the princess find the prince ?,the castle .,,local,setting,explicit,
cinderella-or-the-little-glass-slipper,"once there was a gentleman who married , for his second wife , the proudest and most haughty woman that was ever seen . she had , by a former husband , two daughters of her own humor , who were , indeed , exactly like her in all things . he had likewise , by another wife , a young daughter , but of unparalleled goodness and sweetness of temper , which she took from her mother , who was the best creature in the world .",who took unparalleled goodness and sweetness of temper from her mother ?,a young daughter .,,local,character,explicit,
cinderella-or-the-little-glass-slipper,"it happened that the king 's son gave a ball , and invited all persons of fashion to it . our young misses were also invited , for they cut a very grand figure among the quality . they were mightily delighted at this invitation , and wonderfully busy in choosing out such gowns , petticoats , and head - clothes as might become them . this was a new trouble to cinderella ; for it was she who ironed her sisters ' linen , and plaited their ruffles ; they talked all day long of nothing but how they should be dressed .",how did the young misses feel after being invited to the ball ?,delighted .,,local,feeling,explicit,
cinderella-or-the-little-glass-slipper,"it happened that the king 's son gave a ball , and invited all persons of fashion to it . our young misses were also invited , for they cut a very grand figure among the quality . they were mightily delighted at this invitation , and wonderfully busy in choosing out such gowns , petticoats , and head - clothes as might become them . this was a new trouble to cinderella ; for it was she who ironed her sisters ' linen , and plaited their ruffles ; they talked all day long of nothing but how they should be dressed .",who gave a ball and invited all persons of fashion to it ?,the king 's son .,,local,character,explicit,
cinderella-or-the-little-glass-slipper,"once there was a gentleman who married , for his second wife , the proudest and most haughty woman that was ever seen . she had , by a former husband , two daughters of her own humor , who were , indeed , exactly like her in all things . he had likewise , by another wife , a young daughter , but of unparalleled goodness and sweetness of temper , which she took from her mother , who was the best creature in the world .",who was the proudest and most haughty woman that was ever seen ?,his second wife .,,local,character,explicit,
cinderella-or-the-little-glass-slipper,"her godmother , who saw her all in tears , asked her what was the matter . "" i wish i could - i wish i could- "" ; she was not able to speak the rest , being interrupted by her tears and sobbing . this godmother of hers , who was a fairy , said to her , "" you wish you could go to the ball ; is it not so ? "" "" y - es , "" cried cinderella , with a great sigh . "" well , "" said her godmother , "" be but a good girl , and i will contrive that you shall go . "" then she took her into her chamber , and said to her , "" run into the garden , and bring me a pumpkin . """,who saw cinderella all in tears ?,her godmother .,,local,character,explicit,
cinderella-or-the-little-glass-slipper,"cinderella went immediately to gather the finest she could get , and brought it to her godmother , not being able to imagine how this pumpkin could make her go to the ball . her godmother scooped out all the inside of it , having left nothing but the rind ; which done , she struck it with her wand , and the pumpkin was instantly turned into a fine coach , gilded all over with gold .",what did the godmother do after cinderella brought a pumpkin to her ?,"scooped out all the inside of it , having left nothing but the rind ; which done , she struck it with her wand , and the pumpkin was instantly turned into a fine coach , gilded all over with gold .",,local,action,explicit,
cinderella-or-the-little-glass-slipper,"she then went to look into her mouse - trap , where she found six mice , all alive , and ordered cinderella to lift up a little the trapdoor , when , giving each mouse , as it went out , a little tap with her wand , the mouse was that moment turned into a fine horse , which altogether made a very fine set of six horses of a beautiful mouse - colored dapple - gray . being at a loss for a coachman , "" i will go and see , "" says cinderella , "" if there is never a rat in the rat - trap - we may make a coachman of him . "" "" you are in the right , "" replied her godmother ; "" go and look . """,why did the godmother need a rat in the rat-trap ?,made a coachman out of him .,,local,causal relationship,explicit,
cinderella-or-the-little-glass-slipper,"cinderella brought the trap to her , and in it there were three huge rats . the fairy made choice of one of the three which had the largest beard , and , having touched him with her wand , he was turned into a fat , jolly coachman , who had the smartest whiskers eyes ever beheld . after that , she said to her : "" go again into the garden , and you will find six lizards behind the watering - pot , bring them to me . "" she had no sooner done so but her godmother turned them into six footmen , who skipped up immediately behind the coach , with their liveries all bedaubed with gold and silver , and clung as close behind each other as if they had done nothing else their whole lives . the fairy then said to cinderella : "" well , you see here an equipage fit to go to the ball with ; are you not pleased with it ? "" "" oh ! yes , "" cried she ; "" but must i go there as i am , in these nasty rags ? "" her godmother only just touched her with her wand , and , at the same instant , her clothes were turned into cloth of gold and silver , all beset with jewels . this done , she gave her a pair of glass slippers , the prettiest in the whole world . being thus decked out , she got up into her coach ; but her godmother , above all things , commanded her not to stay till after midnight , telling her , at the same time , that if she stayed one moment longer , the coach would be a pumpkin again , her horses mice , her coachman a rat , her footmen lizards , and her clothes become just as they were before . ","why did the godmother turn cinderella's clothes into cloth of gold and silver, all beset with jewels ?",cinderella asked if she had to go there in these nasty rags .,,summary,causal relationship,implicit,
cinderella-or-the-little-glass-slipper,"it happened that the king 's son gave a ball , and invited all persons of fashion to it . our young misses were also invited , for they cut a very grand figure among the quality . they were mightily delighted at this invitation , and wonderfully busy in choosing out such gowns , petticoats , and head - clothes as might become them . this was a new trouble to cinderella ; for it was she who ironed her sisters ' linen , and plaited their ruffles ; they talked all day long of nothing but how they should be dressed .",why did the prince's invitation to the ball become a new trouble for cinderella ?,"she ironed her sisters ' linen , and plaited their ruffles .",,local,causal relationship,explicit,
cinderella-or-the-little-glass-slipper,"as she was eagerly telling her godmother whatever had passed at the ball , her two sisters knocked at the door , which cinderella ran and opened . "" how long you have stayed ! "" cried she , gaping , rubbing her eyes and stretching herself as if she had been just waked out of her sleep ; she had not , however , any manner of inclination to sleep since they went from home . "" if you had been at the ball , "" said one of her sisters , "" you would not have been tired with it . there came there the finest princess , the most beautiful ever was seen with mortal eyes ; she showed us a thousand civilities , and gave us oranges and citrons . "" cinderella seemed very indifferent in the matter ; indeed , she asked them the name of that princess ; but they told her they did not know it , and that the king 's son was very uneasy on her account and would give all the world to know who she was . at this cinderella , smiling , replied : "" she must , then , be very beautiful indeed ; how happy you have been ! could not i see her ? ah ! dear miss charlotte , do lend me your yellow suit of clothes which you wear every day . "" "" ay , to be sure ! "" cried miss charlotte ; "" lend my clothes to such a dirty cinderwench as you are ! i should be a fool . "" cinderella , indeed , expected well such answer , and was very glad of the refusal ; for she would have been sadly put to it if her sister had lent her what she asked for jestingly .",who came knocking at the door ?,her two sisters .,,local,character,explicit,
cinderella-or-the-little-glass-slipper,"her godmother only just touched her with her wand , and , at the same instant , her clothes were turned into cloth of gold and silver , all beset with jewels . this done , she gave her a pair of glass slippers , the prettiest in the whole world . being thus decked out , she got up into her coach ; but her godmother , above all things , commanded her not to stay till after midnight , telling her , at the same time , that if she stayed one moment longer , the coach would be a pumpkin again , her horses mice , her coachman a rat , her footmen lizards , and her clothes become just as they were before .",why did the godmother command cinderella not to stay till after midnight ?,"the coach would be a pumpkin again . her horses , coachman , footmen , and clothes would become just as they were before .",,local,causal relationship,explicit,
cinderella-or-the-little-glass-slipper,"no sooner were the ceremonies of the wedding over but the mother - in - law began to show herself in her true colors . she could not bear the good qualities of this pretty girl , and the less because they made her own daughters appear the more odious . she employed her in the meanest work of the house : she scoured the dishes , tables , etc . , and scrubbed madam 's chamber , and those of misses , her daughters ; she lay up in a sorry garret , upon a wretched straw bed , while her sisters lay in fine rooms , with floors all inlaid , upon beds of the very newest fashion , and where they had looking - glasses so large that they might see themselves at their full length from head to foot .",what did the mother-in-law do to show herself in her true colors ?,employed cinderella in the meanest work of the house .,,local,action,explicit,
cinderella-or-the-little-glass-slipper,"cinderella brought the trap to her , and in it there were three huge rats . the fairy made choice of one of the three which had the largest beard , and , having touched him with her wand , he was turned into a fat , jolly coachman , who had the smartest whiskers eyes ever beheld . after that , she said to her : "" go again into the garden , and you will find six lizards behind the watering - pot , bring them to me . "" she had no sooner done so but her godmother turned them into six footmen , who skipped up immediately behind the coach , with their liveries all bedaubed with gold and silver , and clung as close behind each other as if they had done nothing else their whole lives . the fairy then said to cinderella : "" well , you see here an equipage fit to go to the ball with ; are you not pleased with it ? "" "" oh ! yes , "" cried she ; "" but must i go there as i am , in these nasty rags ? """,what did cinderella find on the trap ?,three huge rats .,,local,character,explicit,
cinderella-or-the-little-glass-slipper,"as she was eagerly telling her godmother whatever had passed at the ball , her two sisters knocked at the door , which cinderella ran and opened . "" how long you have stayed ! "" cried she , gaping , rubbing her eyes and stretching herself as if she had been just waked out of her sleep ; she had not , however , any manner of inclination to sleep since they went from home . "" if you had been at the ball , "" said one of her sisters , "" you would not have been tired with it . there came there the finest princess , the most beautiful ever was seen with mortal eyes ; she showed us a thousand civilities , and gave us oranges and citrons . "" cinderella seemed very indifferent in the matter ; indeed , she asked them the name of that princess ; but they told her they did not know it , and that the king 's son was very uneasy on her account and would give all the world to know who she was . at this cinderella , smiling , replied : "" she must , then , be very beautiful indeed ; how happy you have been ! could not i see her ? ah ! dear miss charlotte , do lend me your yellow suit of clothes which you wear every day . "" "" ay , to be sure ! "" cried miss charlotte ; "" lend my clothes to such a dirty cinderwench as you are ! i should be a fool . "" cinderella , indeed , expected well such answer , and was very glad of the refusal ; for she would have been sadly put to it if her sister had lent her what she asked for jestingly .",why did cinderella rub her eyes and stretch herself as if she had been just woken out of her sleep ?,she needed to pretend she was at home .,,local,causal relationship,implicit,
cinderella-or-the-little-glass-slipper,"her godmother only just touched her with her wand , and , at the same instant , her clothes were turned into cloth of gold and silver , all beset with jewels . this done , she gave her a pair of glass slippers , the prettiest in the whole world . being thus decked out , she got up into her coach ; but her godmother , above all things , commanded her not to stay till after midnight , telling her , at the same time , that if she stayed one moment longer , the coach would be a pumpkin again , her horses mice , her coachman a rat , her footmen lizards , and her clothes become just as they were before . the next day the two sisters were at the ball , and so was cinderella , but dressed more magnificently than before . the king 's son was always by her , and never ceased his compliments and kind speeches to her ; to whom all this was so far from being tiresome that she quite forgot what her godmother had recommended to her ; so that she , at last , counted the clock striking twelve when she took it to be no more than eleven ; she then rose up and fled , as nimble as a deer . the prince followed , but could not overtake her . she left behind one of her glass slippers , which the prince took up most carefully . she got home but quite out of breath , and in her nasty old clothes , having nothing left her of all her finery but one of the little slippers , fellow to that she dropped . the guards at the palace gate were asked : if they had not seen a princess go out . who said : they had seen nobody go out but a young girl , very meanly dressed , and who had more the air of a poor country wench than a gentlewoman . when the two sisters returned from the ball cinderella asked them : if they had been well diverted , and if the fine lady had been there . they told her : yes , but that she hurried away immediately when it struck twelve , and with so much haste that she dropped one of her little glass slippers , the prettiest in the world , which the king 's son had taken up ; that he had done nothing but look at her all the time at the ball , and that most certainly he was very much in love with the beautiful person who owned the glass slipper . ","why did cinderella wear her nasty old clothes, having nothing left her of all her finery ?",it was after midnight .,,summary,causal relationship,implicit,
cinderella-or-the-little-glass-slipper,"the king 's son conducted her to the most honorable seat , and afterward took her out to dance with him ; she danced so very gracefully that they all more and more admired her . a fine collation was served up , whereof the young prince ate not a morsel , so intently was he busied in gazing on her . she went and sat down by her sisters , showing them a thousand civilities , giving them part of the oranges and citrons which the prince had presented her with , which very much surprised them , for they did not know her . while cinderella was thus amusing her sisters , she heard the clock strike eleven and three - quarters , whereupon she immediately made a courtesy to the company and hasted away as fast as she could . when she got home she ran to seek out her godmother , and , after having thanked her , she said she could not but heartily wish she might go next day to the ball , because the king 's son had desired her .",why did cinderella go to the ball the next day ?,the king 's son had desired her .,,local,causal relationship,explicit,
cinderella-or-the-little-glass-slipper,"the next day the two sisters were at the ball , and so was cinderella , but dressed more magnificently than before . the king 's son was always by her , and never ceased his compliments and kind speeches to her ; to whom all this was so far from being tiresome that she quite forgot what her godmother had recommended to her ; so that she , at last , counted the clock striking twelve when she took it to be no more than eleven ; she then rose up and fled , as nimble as a deer . the prince followed , but could not overtake her . she left behind one of her glass slippers , which the prince took up most carefully . she got home but quite out of breath , and in her nasty old clothes , having nothing left her of all her finery but one of the little slippers , fellow to that she dropped . the guards at the palace gate were asked : if they had not seen a princess go out . who said : they had seen nobody go out but a young girl , very meanly dressed , and who had more the air of a poor country wench than a gentlewoman . when the two sisters returned from the ball cinderella asked them : if they had been well diverted , and if the fine lady had been there . they told her : yes , but that she hurried away immediately when it struck twelve , and with so much haste that she dropped one of her little glass slippers , the prettiest in the world , which the king 's son had taken up ; that he had done nothing but look at her all the time at the ball , and that most certainly he was very much in love with the beautiful person who owned the glass slipper .",what did the prince do after cinderella left behind one of her glass slippers ?,took up most carefully .,,local,action,explicit,
cinderella-or-the-little-glass-slipper,"the next day the two sisters were at the ball , and so was cinderella , but dressed more magnificently than before . the king 's son was always by her , and never ceased his compliments and kind speeches to her ; to whom all this was so far from being tiresome that she quite forgot what her godmother had recommended to her ; so that she , at last , counted the clock striking twelve when she took it to be no more than eleven ; she then rose up and fled , as nimble as a deer . the prince followed , but could not overtake her . she left behind one of her glass slippers , which the prince took up most carefully . she got home but quite out of breath , and in her nasty old clothes , having nothing left her of all her finery but one of the little slippers , fellow to that she dropped . the guards at the palace gate were asked : if they had not seen a princess go out . who said : they had seen nobody go out but a young girl , very meanly dressed , and who had more the air of a poor country wench than a gentlewoman . when the two sisters returned from the ball cinderella asked them : if they had been well diverted , and if the fine lady had been there . they told her : yes , but that she hurried away immediately when it struck twelve , and with so much haste that she dropped one of her little glass slippers , the prettiest in the world , which the king 's son had taken up ; that he had done nothing but look at her all the time at the ball , and that most certainly he was very much in love with the beautiful person who owned the glass slipper .",why didn't the guards notice cinderella ?,"she was very meanly dressed , and had more the air of a poor country wench than a gentlewoman .",,local,causal relationship,explicit,
cinderella-or-the-little-glass-slipper,"the next day the two sisters were at the ball , and so was cinderella , but dressed more magnificently than before . the king 's son was always by her , and never ceased his compliments and kind speeches to her ; to whom all this was so far from being tiresome that she quite forgot what her godmother had recommended to her ; so that she , at last , counted the clock striking twelve when she took it to be no more than eleven ; she then rose up and fled , as nimble as a deer . the prince followed , but could not overtake her . she left behind one of her glass slippers , which the prince took up most carefully . she got home but quite out of breath , and in her nasty old clothes , having nothing left her of all her finery but one of the little slippers , fellow to that she dropped . the guards at the palace gate were asked : if they had not seen a princess go out . who said : they had seen nobody go out but a young girl , very meanly dressed , and who had more the air of a poor country wench than a gentlewoman . when the two sisters returned from the ball cinderella asked them : if they had been well diverted , and if the fine lady had been there . they told her : yes , but that she hurried away immediately when it struck twelve , and with so much haste that she dropped one of her little glass slippers , the prettiest in the world , which the king 's son had taken up ; that he had done nothing but look at her all the time at the ball , and that most certainly he was very much in love with the beautiful person who owned the glass slipper .",what did cinderella do when she hurried away immediately when it struck twelve ?,rose up and fled .,,local,action,explicit,
cinderella-or-the-little-glass-slipper,"he obliged cinderella to sit down , and , putting the slipper to her foot , he found it went on very easily , and fitted her as if it had been made of wax . the astonishment her two sisters were in was excessively great , but still abundantly greater when cinderella pulled out of her pocket the other slipper , and put it on her foot . thereupon , in came her godmother , who , having touched with her wand cinderella 's clothes , made them richer and more magnificent than any of those she had before .","what happened after the gentleman obliged cinderella to sit down, and, putting the slipper to her foot ?","the gentleman found it went on very easily , and fitted her as if it had been made of wax .",,local,outcome resolution,explicit,
cinderella-or-the-little-glass-slipper,"and now her two sisters found her to be that fine , beautiful lady whom they had seen at the ball . they threw themselves at her feet to beg pardon for all the ill - treatment they had made her undergo . cinderella took them up , and , as she embraced them , cried : that she forgave them with all her heart , and desired them always to love her . she was conducted to the young prince , dressed as she was ; he thought her more charming than ever , and , a few days after , married her . cinderella , who was no less good than beautiful , gave her two sisters lodgings in the palace , and that very same day matched them with two great lords of the court .",what did cinderella do for her sisters after she got married ?,gave her two sisters lodgings in the palace and matched them with two great lords of the court .,,local,action,explicit,
cinderella-or-the-little-glass-slipper,"and now her two sisters found her to be that fine , beautiful lady whom they had seen at the ball . they threw themselves at her feet to beg pardon for all the ill - treatment they had made her undergo . cinderella took them up , and , as she embraced them , cried : that she forgave them with all her heart , and desired them always to love her . she was conducted to the young prince , dressed as she was ; he thought her more charming than ever , and , a few days after , married her . cinderella , who was no less good than beautiful , gave her two sisters lodgings in the palace , and that very same day matched them with two great lords of the court .",what will cinderella do after the two sisters beg pardon for all the ill-treatment they made her undergo ?,forgive them .,,local,prediction,explicit,
cinderella-or-the-little-glass-slipper,"once there was a gentleman who married , for his second wife , the proudest and most haughty woman that was ever seen . she had , by a former husband , two daughters of her own humor , who were , indeed , exactly like her in all things . he had likewise , by another wife , a young daughter , but of unparalleled goodness and sweetness of temper , which she took from her mother , who was the best creature in the world .",how were cinderella and the second wife different ?,cinderella had unparalleled goodness and sweetness of temper . the second wife was the proudest and most haughty woman that was ever seen .,,local,character,explicit,
the-believing-husbands,"once upon a time there dwelt in the land of erin a young man who was seeking a wife . of all the maidens round about none pleased him as well as the only daughter of a farmer . the girl was willing and the father was willing . very soon they were married and went to live at the farm . by and bye the season came when they must cut the peats and pile them up to dry , so that they might have fires in the winter . so on a fine day the girl and her husband , and the father and his wife all went out upon the moor .",who was seeking a wife ?,a young man .,,local,character,explicit,
the-believing-husbands,"once upon a time there dwelt in the land of erin a young man who was seeking a wife . of all the maidens round about none pleased him as well as the only daughter of a farmer . the girl was willing and the father was willing . very soon they were married and went to live at the farm . by and bye the season came when they must cut the peats and pile them up to dry , so that they might have fires in the winter . so on a fine day the girl and her husband , and the father and his wife all went out upon the moor .",who did the young man marry ?,daughter of a farmer .,,local,character,explicit,
the-believing-husbands,"they worked hard for many hours . at length grew hungry , so the young woman was sent home to bring them food , and also to give the horses their dinner . when she went into the stables , she suddenly saw the heavy pack - saddle of the speckled mare just over her head . she jumped and said to herself : ' suppose that pack - saddle were to fall and kill me , how dreadful it would be ! ' and she sat down just under the pack - saddle she was so much afraid of , and began to cry .",why was the young woman sent home ?,"to bring the family food , and also to give the horses their dinner .",,local,causal relationship,explicit,
the-believing-husbands,"they worked hard for many hours . at length grew hungry , so the young woman was sent home to bring them food , and also to give the horses their dinner . when she went into the stables , she suddenly saw the heavy pack - saddle of the speckled mare just over her head . she jumped and said to herself : ' suppose that pack - saddle were to fall and kill me , how dreadful it would be ! ' and she sat down just under the pack - saddle she was so much afraid of , and began to cry .",how did the young woman feel after the pack-saddle almost fell on her ?,scared .,,local,feeling,implicit,
the-believing-husbands,"they worked hard for many hours . at length grew hungry , so the young woman was sent home to bring them food , and also to give the horses their dinner . when she went into the stables , she suddenly saw the heavy pack - saddle of the speckled mare just over her head . she jumped and said to herself : ' suppose that pack - saddle were to fall and kill me , how dreadful it would be ! ' and she sat down just under the pack - saddle she was so much afraid of , and began to cry . now the others out on the moor grew hungrier and hungrier . ' what can have become of her ? ' asked they . at length the mother declared that she would wait no longer , and must go and see what had happened . as the bride was nowhere in the kitchen or the dairy , the old woman went into the stable . she found her daughter weeping bitterly . ",why did the other family members grow hungrier and hungrier ?,the young woman did not come back with their dinner .,,summary,causal relationship,implicit,
the-believing-husbands,"now the others out on the moor grew hungrier and hungrier . ' what can have become of her ? ' asked they . at length the mother declared that she would wait no longer , and must go and see what had happened . as the bride was nowhere in the kitchen or the dairy , the old woman went into the stable . she found her daughter weeping bitterly .",where did the mother find the young woman ?,the stable .,,local,setting,explicit,
