text_a	text_b	labels
	Okay	0.0
	If you are having trouble with cubes or cube roots on your calculator find time to talk with me either today or tomorrow during class	0.0
	And well figure out how it works on your specific calculator	0.0
	Either way six cubed is 216	0.0
	Okay	0.0
	We have four thirds times Pi times 216	0.0
	Okay	0.0
	Okay	0.0
	Another suggestion for your calculator	0.0
	What do we need to multiply here by the way to we get our final answer	5.0
The multiple of thirds and then Pi	Four thirds times what	1.0
	Yeah	0.0
	Four thirds times 216	0.0
	Right	0.0
	So if youre using a calculator heres what I would recommend you do here in parentheses write four thirds on your calculator	0.0
	Use the division symbol	0.0
	Okay	0.0
	Four divided by three in parentheses	0.0
	Then you write times 216	0.0
	If youre on a phone right now actually do four divided by three and theyll get 13 repeating	0.0
	And dont change anything about that number but then multiply it by 216	0.0
	Right	0.0
	What is it	5.0
		3.0
	Okay	0.0
	So 288  Pi and what are my units here	5.0
Liters cubed	Liters cubed	3.0
	Because were talking about volume	0.0
	But leave your answer in terms of Pi for these	0.0
	Because it just makes your answer a little bit nicer	0.0
	everybody	0.0
	Right	0.0
	All right	0.0
	Last example	0.0
	Working backwards	0.0
	Volume  of a sphere is 36000 Pi meters	0.0
	We want to figure out what the surface area of the sphere is	0.0
	Okay	0.0
	And Ill work backwards to find the radius	0.0
	Then were going to use our formula find the surface area	0.0
	Okay	0.0
	What do we know	5.0
	What thing do we already know about this sphere	5.0
	Volume of surface area	1.0
Volume	We know the volume	0.0
	So lets write down our long formula	0.0
	Volume  equals four thirds over O were going to use the other one	0.0
	Four Pi R cubed over three	0.0
	Okay	0.0
	We know the volume	0.0
	So lets go ahead and replace the volume with what we know	0.0
	So 36000 pi equals four Pi R cubed over three	0.0
	Guys whats our goal in this equation	5.0
	What are we trying to solve for it	5.0
Surface area	Before that	5.0
Im ready	We want to find the radius	0.0
	Okay	0.0
	In order to find the surface area we need to find the radius first	0.0
	Okay	0.0
	Whats my first step in getting R by itself in this equation	0.0
	Yeah	0.0
	That denominator doesnt look very nice	0.0
	Right	0.0
	Times three	1.0
	To get rid of the	5.0
	Divided by three	0.0
	Okay	0.0
	So Id like you to write times three on both sides	0.0
	Times three and divided by three those cancel out	0.0
	And 36 times three I believe it is 108	0.0
	Okay	0.0
	So we should have 108000 Pi	0.0
	Okay	0.0
	Equals four Pi R squared	0.0
	Four Pi R cubed	0.0
	Okay	0.0
	Well thats one step closer to getting R by itself	0.0
	Whats my next step	5.0
	Divide by what	5.0
	Well want to divide both sides	0.0
Divide by four Pi	Yeah	0.0
	Can we divide by four Pi	1.0
	Is that allowed	1.0
	Yeah you can take both numbers divide by four Pi divide by four Pi	0.0
	All right	0.0
	Be strategic with how youre canceling these out four Pi on the right side cancels out	0.0
	So we just have R cubed	0.0
	Thats one step closer	0.0
	The Pi cancel out over here	0.0
	And we have 108000 divided by four	0.0
	108000 divided by four is 27000	0.0
	Right	0.0
	Okay	0.0
	Lets talk about cube roots	0.0
	So how do you undo something squared	5.0
	You do the square root of it right	1.0
	How do you undo something cubed	5.0
	You do the cubed root of it right	1.0
	The symbol for cube root is this	0.0
	And I specifically want you to write this on your page because youre going to see this a lot next year	0.0
	I want you to know what it means	0.0
	So Cubed root is the same as the square symbol with a little three in that little tail	0.0
	Right	0.0
	So were doing the cube root and a cube root undoes a cube	0.0
	Think it was the  same as the square root just with a little three in there	0.0
	If youre using a Ti calculator you usually need to write the number three first	0.0
	So if youre using a Ti calculator you write the number three and then you find this button	0.0
	Okay	0.0
	Square root with a little X in it its usually right next to the carrot symbol	0.0
	So like you have your carrot symbol and then right  above it you have that symbol	0.0
	So you a three you type in that other symbol and then theres a parentheses and you write in the number that youre to find the cubed root of	0.0
	Okay	0.0
	Someone with a calculator what are we getting	5.0
	30	1.0
	Okay	0.0
	Well talk about what 30 means and just a moment	0.0
	Okay	0.0
	On here iPhone or other phone is there a button that actually is a cubed root	0.0
	Just like this	0.0
Yeah	Right	0.0
	So you just click  that button	0.0
	Its like next to all the squares and cubes and other stuff you just actually click that button and you go form there	0.0
	Okay	0.0
	So lets think about why this answer is correct	0.0
		0.0
	30 is R so R equals 30	0.0
	30 times 30 times 30 is 27000	0.0
	Okay	0.0
	The numbers get really big if you cube it or you go to the fourth power fifth power or anything like that	0.0
	R is 30  in this problem	0.0
	30 meters	0.0
	Do we have everything we need to find radius Or to find surface area	1.0
	We just need another radius	0.0
	So lets go ahead and find surface area	0.0
	Surface area equals four Pi R squared	0.0
	And well do our same steps that we did earlier to get our answer	0.0
	Surface area is four Pi times 30  squared	0.0
	Which I do first	5.0
30 squared	Its 30 squared which is 900	4.0
	So four times Pi times 900	0.0
	Three squared is nine and then you just add two zeros	0.0
	Four times 900 is 3600	0.0
	Yep	0.0
Isnt  it Oh nevermind	Okay	0.0
	3600 Pi	0.0
	What are my units	5.0
Meters	Meters	3.0
	Were talking surface area	0.0
	Meters squared	0.0
	Right	0.0
	We did it everybody	0.0
	Thats our last example that were going to do altogether  in the packet	0.0
	And everything you want to know about spheres	0.0
	Does anybody have any questions before we move on to the quiz for today	5.0
	Yeah	1.0
	Okay	0.0
	Alrighty	0.0
	So we are going to switch gears to the quiz	0.0
	The quiz is posted in Sch oology	0.0
	So you can go ahead and access that right now	0.0
	If you are in here I will be giving you a paper copy	0.0
	You have just tiny bit under 30 minutes for this	0.0
	Cool	0.0
	Get started once you get it please	0.0
	One thing I want to make sure  Im ready	0.0
	On the quiz	0.0
	So hopefully if youre online you found the quiz	0.0
	If youre going to print it off you can print it off quickly	0.0
	On the quiz it says find the volume of the solids below its all volume	0.0
	Okay	0.0
	Eight volume problems	0.0
	Please give exact answers	0.0
	No decimal  approximations	0.0
	What that means is if theres a circle in the problem what should you have in your answer	5.0
Pi	Pi	3.0
	Okay	0.0
	So if theres a circle for example number three number five number seven there should be something Pi in your answer	0.0
	Does that sound good	1.0
	Okay	0.0
	All right	0.0
	If you are online feel free to unmute and let me know if you have questions	0.0
	Good luck everybody	0.0
	Show all your work	0.0
	So all your steps  and do your best work today	0.0
	Okay	0.0
	Thanks everyone	0.0
	All right	0.0
	So on the whiteboard for mental math warmup I would like you	0.0
	If youre either going to write greater than you need to tell me the relationship between the two expressions okay	1.0
	So greater than less than or equal too	0.0
	Good morning Mr	0.0
	Good morning Matt	0.0
	Come on in	0.0
	Watch out	0.0
	Its an obstacle course coming in	0.0
	All right	0.0
	So first one	0.0
	34 times 3	0.0
	What is the relationship between that and 34	5.0
	Hold it until I tell you to show me	0.0
	And while youre waiting if youre waiting think about why	0.0
	How do you know	6.0
	How do you know	6.0
	Less than greater than or equal to	5.0
Thank you	Go go go	0.0
	Okay show me	0.0
	Okay be careful which way its	0.0
	This is confusing isnt it	1.0
Yeah	Okay so this to me is We read from left to right so its greater than	0.0
	So make sure that you say what you mean	0.0
	Okay so Why did you say less than	6.0
Because 34 is closer to the whole than 912	34 hmm Kay	4.0
	Anybody else have a way that they thought about this	5.0
	Landon	1.0
That doesnt mean it can be greater but not of the top of our heads but it probably is a little greater because its multiplying it	Yes	0.0
Youre finding	So its going to be three times greater right	1.0
Yeah	Okay	0.0
	So this is kind of tricky because usually youve got this number over here right	1.0
	Our brains are kind of used to the other kind of problem	0.0
	So this is actually if we have three sets of 34 its going to be greater than one 34	0.0
	Okay so were just warming up here	0.0
	All right here we go	0.0
	Lets try this one	0.0
	Bless you	0.0
	All right show me	0.0
	Awesome	0.0
	So does anybody have the fancy reason why you know that its equal	6.0
	Carson do you remember	1.0
Because its multiplying by one which anything times one is just the original number	Uhhuh	0.0
	Yeah	0.0
	Theres a fancy property that goes with that	0.0
	Its	0.0
	I cant remember what its called	0.0
	Ill look it up	0.0
	I was asking you because I cant remember	0.0
	Okay so lets try another one	0.0
	So think about your reasoning your logical reasoning	0.0
	How would you explain to me without actually figuring it out	5.0
	All right show me	0.0
	Okay	0.0
	Would anybody like to share their answer and explain	5.0
	Cooper	1.0
So if you had	Were adding	1.0
It just stayed 34 while the others are multiplied by  fraction	Do you agree with that Alec	2.0
I put no	Okay	0.0
34 and 12 equals 38	Mmhmm	0.0
And the other number which is 34 which equals  whole probably make it bigger greater	Okay okay	0.0
	So you solved it and then you used some logical thinking	1.0
	Landon did you have something different	2.0
Oh no that was pretty much it	Okay	0.0
	All right	0.0
	So you guys think about that	0.0
	Remember that  that we had the class share	0.0
	We had part A took 23 of it	0.0
	And then part B as a class took 34 of what was left	0.0
	Remember that	1.0
Mmhmm	This is kind of similar right	1.0
	So if you start with 34 and were taking 12 of 34 compared to 34 what do you think	5.0
	Whats going to be different	5.0
	Eli	1.0
	This one	1.0
Yeah	This is bigger	1.0
	This is bigger	1.0
Yeah	Yeah	0.0
	Because	0.0
So its going to be less than one  itself	Exactly	0.0
	Did yall hear that	1.0
	Yeah	0.0
	So if youre multiplying a number by a half youre going to have half as much as what you started with	0.0
	Right	0.0
	Because youre taking half of 34	0.0
	Okay	0.0
	Its really weird to think about multiplication and fractions	0.0
	And to get our language around it I think its really important	0.0
	So should be less than because if you take half of 34 its going to be less than that	0.0
	And Liam solved it	0.0
	So that we knew the answer to this is 38	0.0
	And this is 34	0.0
	When youre comparing two fractions that have the same numerator if the denominators are different the bigger the denominator the smaller the pieces	0.0
	So if youre thinking about that apple pie you want 38 of that apple pie or do you want 34 of the apple pie	5.0
	If you love apple pie like I do youd want 34 of it	0.0
	You want the bigger pieces right	1.0
	Okay	0.0
	All right	0.0
	You dont have to solve it	0.0
	You can solve it to make sure that youre correct but you dont have to solve this to know whether 34 times 78 is greater than less than or equal to 34	0.0
	Im sorry	0.0
	All right show me	0.0
	All right do I have any brave so who want to explain why they answered the way they did	6.0
	Tom	1.0
So it would have to be less	Bravo	0.0
	Thats absolutely right	0.0
	Youre only taking 78 of 34	0.0
	Youre not taking a whole 34	0.0
	So its going to be smaller	0.0
	Awesome	0.0
	Good thinking	0.0
	And you checked your answer by	5.0
So I got 21 out of 32	Mmhmm	0.0
	Okay	0.0
	Nice job	0.0
	All right	0.0
	Im spending so much time on this because youre going to be writing some problems like this	0.0
	Okay	0.0
	Heres the little bit different one	0.0
	All right	0.0
	Still confused by the way the sign	0.0
	So Anna what are you thinking	5.0
	Which is bigger	5.0
	This side or this side	5.0
The left side	This side	1.0
	That side	1.0
	All right	0.0
	So why is that bigger	6.0
Well its  be the same because	Yep	0.0
It changes	Yeah	0.0
	Okay	0.0
	So were multiplying this by more than one right	1.0
	And so the answer is going to be greater than this time	0.0
	All right	0.0
	Lucky last one	0.0
	Okay show me	0.0
	Hmm	0.0
	Interesting	0.0
	I want you to compare yours with your shoulder partner and work it out	2.0
	Youre working out your words right	1.0
	Your explanation	1.0
	Okay stand up when youre done when yall agree	2.0
	Awesome	0.0
	I heard words like Picture this	0.0
	Do you guys agree	2.0
	Oh	0.0
	Okay so lets hear some convincing arguments	0.0
	Who had a convincing argument for their answer	1.0
	Tom tell us your convincing argument	5.0
And then 34 times 1 is the same answer as 34 so theyd be equal	Thats pretty convincing	0.0
	Are you guys convinced now	2.0
Mmhmm	Oh	0.0
	Okay so anybody have another way of convincing	2.0
	One more explanation	0.0
	Lets try one more explanation	0.0
	Wait you just told me you werent convinced by	0.0
Oh	Are you trying to convince somebody on your team	2.0
I had the same answer as Tom	Oh equal yeah	0.0
Im trying to convince them	Okay	0.0
	All right	0.0
	So anybody else want to something to Toms argument to be even more convincing	2.0
	Alec	1.0
Im technically just going to say the same thing	Oh dont say the same thing	0.0
	Add something to it	2.0
	So we heard what Tom said very clearly	0.0
And then you get 3 times 3 equals 9 for the numerator	So hes you telling you the equivalent fraction	1.0
	More convincing	2.0
	Okay let me show you this	0.0
	If you have this were going to call that the whole	0.0
	Right	0.0
	This is the whole	0.0
	Right	0.0
	Im going to break into Our number is fourths right	1.0
	So Im going to break that into fourths	0.0
	Oh no no no no	0.0
	Sorry	0.0
	Were talking about thirds because we understand 34	0.0
	What we need to understand is the 33	0.0
	So if I break this into thirds 33 that is one two three which is equal to one	0.0
	Okay	0.0
	When you multiply anything by one what do you get	5.0
	Whats 2 times 1	5.0
	Everybody	1.0
Two	Whats 5 times 1	5.0
Five	Whats 20 times 1	5.0
	Okay so whats 34 times 1	5.0
34	Okay are we good	1.0
Yeah	All right	0.0
	It is good to argue	0.0
	And you should make us explain until you are with us	0.0
	Okay so we are going to move on	0.0
	For today Lets see	0.0
	So if I have these three numbers Oh Im sorry	0.0
	I need to move because  because I got all excited about our discussion	0.0
	So our math message today is Oh it was that	0.0
	So today were going to be thinking about real world situations so word problems where you use multiplication	0.0
	So I want you to think about	0.0
	I already wrote down the different situations that we use multiplication if this helps you so that you dont get stuck thats great	0.0
	But think about a situation where might use these numbers	0.0
	What is a situation where you might use these numbers using multiplication	5.0
	I want to you to talk to your shoulder partner	1.0
	Try to come up with some different situations	0.0
Do you want to say	Did you write them down	1.0
	Are you ready to share	1.0
	You should write them down so youre ready to share	0.0
	So whats the situation	5.0
Theres a room filled with  Did you say tires	A room with tires in it	1.0
Tiles	Tiles	3.0
	Oh tiles	0.0
	I was hearing tires	0.0
I was like Tires	Wait a minute	0.0
	Theyre not talking garages	0.0
	Theyre talking school right now	0.0
Ah	And they talked about school buses too with certain kids in them	0.0
	Oh nice	0.0
Tires I was like No way	So have you guys thought about connecting	5.0
	Can you come up with an example using conversion	5.0
	So think about measurement	0.0
	Uhoh I broke it I think	0.0
right	All right	0.0
	Okay take off if your group came up with an equal group problem	0.0
	So an equal group	0.0
	Sit down for a minute	0.0
	Equal groups of For example if we had Well actually take off if have an example that you would like to share	0.0
	Okay Alec give us your example	5.0
How many balls are there	Okay	0.0
	So which of these groups do you think that fits into	5.0
	Everybody think about this	0.0
	Seven boxes of basketballs eight in each box	0.0
I feel like its kind of area	Area	1.0
Because its thinking of boxes	Okay so maybe if you What do you think Cooper	5.0
I actually think its volume because its a 3D object and its a box	Volume	3.0
	Hmm interesting	0.0
Itd be equal groups	Oh equal group	4.0
	Okay so I would agree with that	0.0
	It doesnt matter	0.0
	It doesnt matter really how we categorize this but I want you to think about that is an equal group problem where there are eight balls in each of the boxes and we have seven boxes	0.0
	So each of the seven have eight in them	0.0
	So that was equal groups	0.0
	Each box is an equal group okay	1.0
	Logan what was your problem or your	5.0
I want to fix my	Youre going to fix yours	1.0
Yeah	Okay	0.0
	Thats okay	0.0
I wrote mine	Go for it	1.0
	Ill come back to it	0.0
	Cooper	1.0
If they have 56 nuts how many more bags will they need	Hmm what kind of problem do you think that is	5.0
	Do you have an idea Eric	5.0
	What do you think	5.0
	Isaac	1.0
I think it might be a division problem	Okay	0.0
I think it might be a division problem	An equal group	1.0
A division problem	A division problem	1.0
	Oh	0.0
	So can we turn most division problems into a multiplication problem	5.0
Yes	Because	6.0
	Why can we do that	6.0
Because they are technically opposite of multiplication	Right	0.0
	Right	0.0
	Its the same family same number family	0.0
	Okay	0.0
	Did anybody do an area problem	1.0
	Okay Carson what was your area problem	5.0
And each tiles a foot	A square foot	4.0
	Ooh thats a good one	0.0
	Okay did that work	1.0
Yes	Okay	0.0
	Great because sometimes they	0.0
	Logan do you have yours	1.0
So it would be 56	Okay what kind of problem was that	5.0
	I think it probably would be	5.0
Yeah equal groups	Yeah another equal group problem	4.0
	Okay	0.0
	So conversions Im just going to give you guys an understanding of what each of these are	0.0
	The seven times eight is 56 might have kind of some limited applications	0.0
	So equal groups I think you guys get that	0.0
	Those are array seven across eight down	0.0
	Conversions are You spent a lot of time doing conversions from millimeters to centimeters or feet to yards from feet to miles yards to miles	0.0
	Those are conversions right when youre talking about units	0.0
	Landon	1.0
I have one that is the second one	Oh awesome	0.0
And  180 inches	Thank you	0.0
	Thats definitely a conversion	0.0
The length of each rug needs to be seven yards long and eight yards long	Nice	0.0
	So rugs are seven yards long and eight yards wide and what kind of problem is that	5.0
	Conversion	1.0
	If we had to convert it to feet probably	0.0
	What is that	5.0
Area	Its area	4.0
	Okay	0.0
	And volume multiplication when were talking about volume were talking about threedimensional right	1.0
	So the difference between the area and the volume problems are just another dimension	0.0
	So area is length times width and volume would be length times width times	5.0
Height	height okay	1.0
	So these are very similar	0.0
	You just would have three factors right	1.0
	And then for comparison	0.0
	Im almost having a hard time	0.0
	I cant remember	0.0
	The comparisons are Oh so if Toms little brother is seven years old	0.0
I dont have a little brother	and his dad was eight times as old as his little brother how old would his dad be	5.0
	And dont say Really old	0.0
He was really old	His dad would be 56	0.0
	Okay so you could compare	5.0
Hes a senior	Something can be eight times bigger or seven times bigger	0.0
	So thats another way to use multiplication	0.0
	If I dont know my dog is this tall	0.0
	My dog is half as tall as I am	0.0
Hes huge	You guys that would be a multiplication comparison right	1.0
	Half as tall	0.0
	So if I was five feet tall Im really taller than that	0.0
	but to simplify it my dog would be half as tall so he would be twoandahalf so half of five	0.0
	Okay	0.0
	So these are the different kinds of multiplication problems that you could do	0.0
	Today you are going to match up representation	0.0
	So today this is what you guys are going to be doing	0.0
	So youre learning intention today Eric will you read it for us	1.0
fraction multiplication numbers  with numeral context	Okay	0.0
	So fraction multiplication number column which is what weve been talking about	0.0
	For instance Fernando opened a pizza box	0.0
	Inside there were 34 of a pizza	0.0
	He ate half of what was remaining	0.0
	Just like the casserole problem right	1.0
	Okay that is real world context so word problem	0.0
	We have those different situations	0.0
	And youre success criteria Anna would you read it for us	1.0
	Nice	0.0
	Okay so I want you guys to practice a little bit with these number problems or with making number problems	0.0
	And so Im going to give you guys give each partnership two numbers and I want you to come up with a number problem to pose to the class using those two numbers	0.0
	So you three will work together	0.0
	Were you three working together	0.0
Yeah	Okay so Im going to give you this one	0.0
	So heads together and figure out a problem	0.0
	Write down a problem	0.0
	Im going to give you guys this one	0.0
	You two get that	0.0
	You two get this one	0.0
	You guys get this one	0.0
Recording	You guys get this one	0.0
Because one of them could be	Well you guys know how to get an answer	0.0
	You guys know how to multiply	0.0
	Yeah easy peasy	0.0
	Okay so how are you going to  You guys can figure it out	0.0
	How you guys doing	1.0
	Have you got a problem	1.0
How much did Timmy have left	Does that work	1.0
Yeah	You guys did fine	0.0
Lets just multiply for the answer	Are you guys now	1.0
No I dont think at all	You dont think	1.0
Your bangs are  with your mask on	Thats funny that	0.0
	Your proportions are actually quite good	0.0
	You got the hard one	0.0
	I think youre on a good track	0.0
	You guys done	1.0
No were still figuring	What if you switched the two if you could	5.0
	would that help you think of it better	1.0
thats what Im trying to do is change the denominator into a 6	Why	6.0
Figure out	Okay	0.0
Nevermind	Think about something that you could	0.0
	So youre going to have to split something up right	1.0
Yeah	So eight of something	0.0
	What are some things that you  up	5.0
	I always think about food	0.0
Any red marker	Think about the food first	0.0
	Stop with numbers	0.0
	I dont care about the numbers	0.0
	I dont care about the numbers	0.0
	What are you eating	0.0
	Okay pizza	0.0
	So you have eight pizzas	0.0
	So	0.0
Eight pizzas for three people	Mmhmm	0.0
What is the total area of the floor	Dont worry about the answer guys	0.0
	I dont care about the answer	0.0
	Put those  any way you want	0.0
	Why would you What is a situation where you would have to divide	5.0
	So its not  for the answer its figuring out a way  to incorporate	0.0
	So whats a situation where youre about split up eight pizzas	5.0
	You got twothirds figure out  Okay	1.0
	He went to the party	0.0
We dont	We dont have an answer	0.0
What is the total area for the	The larger whole question the pizza is somebody ate something right	1.0
Yes so	Okay how do you figure out	5.0
	where you would have a situation where you would need to have	0.0
	you would say 23 of 8 pizzas	0.0
	Twothirds of eight were Are you listening to me	1.0
	Twothirds of eight were	0.0
	Twothirds of eight were	0.0
	Oh okay	0.0
	And then what would the question be	5.0
The question would be	Are you listening	1.0
	He said	0.0
	So whats your question	5.0
How many pizza slices were	How many slices	1.0
	All right you guys	0.0
	Whoo Im working up a sweat	0.0
	I saw your face Tom	0.0
	Okay	0.0
	So volunteers Lets just quickly go around the room and you guys can share your story	0.0
	Okay	0.0
	Who would like to start	1.0
	Okay you guys	0.0
	Lets start with you	1.0
	Okay nice and loud	0.0
	You guys first tell them what your numbers were	0.0
	Everybody listen	0.0
Our numbers were 12 and 6	Okay	0.0
And so we did a subtraction problem	Oh no	0.0
	We were supposed to do multiplication	0.0
So we wrote Timmy had six pieces of pizza and ate half of that which was  three	Okay	0.0
	So the number model was six pieces of pizza	0.0
	And he ate half of it and that equals three	0.0
	So what was your question	5.0
	Timmy had six pieces of pizza	0.0
	He said he ate half of them	0.0
	Whats your question	5.0
	What is this	5.0
three	What does that mean	5.0
Thats the answer	Its means the answer	4.0
	What	5.0
Leftover pieces of pizza	Okay kind of	0.0
	Your sentence was Timmy had six pieces of pizza	0.0
	He ate half of them	0.0
	What is this	5.0
	Anybody want to help him	2.0
	What does the three represent	5.0
	Anna	1.0
The three represents	The what	1.0
The numerator	The numerator	1.0
Oh nevermind	Carson	1.0
The answer	Thats what Justin said	0.0
	Can we be more specific	5.0
How much was eaten	How much was eaten yes	4.0
	So the question was How many pieces did Timmy eat	0.0
	Okay	0.0
	Good job	0.0
	Thank you	0.0
	Who wants to go next	5.0
	You guys	1.0
Whats going on	Okay	0.0
	Everybody listen up	0.0
How much of the sandwich is left for Joe	How much is left	1.0
	Do you guys agree	2.0
	So my number model is 56 times 12	1.0
Yeah	And it doesnt matter but this is the answer	0.0
	What does 512 represent	5.0
	What does that mean	5.0
	Do you think its how much was left	1.0
Yeah	So if we have this area model of a sandwich and were just going to say this is his 56 of a sandwich	0.0
	And then he ate half of that	0.0
	What does that answer represent	5.0
How much he ate	Oh how much he ate yes	4.0
	All right	0.0
	Did you all hear that	1.0
	How much Because Im halving for you youre going to have to answer what this number means	0.0
	So how much did he eat	5.0
	He had 56 of sandwich	0.0
	He ate half of it	0.0
	How much did he eat	5.0
	He ate 512 of a sandwich	0.0
	Awesome	0.0
	Good job	0.0
	All right who wants to go next	1.0
	Cooper	1.0
What is total area of meters that room will need	Okay you guys I need you to be listening	0.0
	I really need help with this	0.0
	Okay so what were your two numbers	5.0
14 and 45	Okay	0.0
	And were trying to come up with a situation where were multiplying 14 times 45	0.0
	Okay	0.0
	So the 14 represented what	5.0
And then we finding a total area of meters in the room	Onefourth of a meter is blue	1.0
	Is that what you mean	1.0
	No Im just asking	0.0
	Im just trying to understand	0.0
Yeah	Onefourth of a meter was blue	0.0
How many meters	Okay so 14 of what	5.0
	What is your unit	5.0
Meters	Okay	0.0
	A fourth of a meter is blue	4.0
	Okay	0.0
	And	5.0
And 45 will be red	Fourfifths will be red	3.0
The common denominator	So you	0.0
Because we did	What was your answer	5.0
1 120	Okay	0.0
	So you guys added	1.0
We multiplied the 14 by the 45	Oh so whats 14 times 45 if you multiply if we use our algorithm what do you get	5.0
420	420	3.0
	Which is the answer that you guys need to be trying to get	0.0
Well we tried to  common denominator	Do you need common denominators if youre multiplying	1.0
	So I think you tried to find the common denominator because you were adding	0.0
	So in your problem youre trying to figure out how much carpet you needed	0.0
	So you had this amount plus this amount right	1.0
	And then you solved that	0.0
	So you were working with the fractions all right and I like your idea of trying to find the area of a carpet	0.0
	But I think in this situation you wouldve just added and it wouldnt be multiplication	0.0
	Lets see	0.0
	If we had 45	0.0
	Im trying to figure out that situation how you could make that work	0.0
	So if you had 45 of a meter of carpet 45 of a meter in length	0.0
	And then you needed a strip that was 14 of a meter wide so a strip that was a 14 of a meter wide	0.0
	So you would have this right	1.0
	Youd have 45 and then youd have 14	0.0
	Then you could multiply it to get how much	0.0
	420 of a square meter is what you need to cover that carpet	0.0
	Right	0.0
	Does that make more sense to you	1.0
Yeah	So when youre doing something like this it always help to draw a picture	0.0
	Okay	0.0
	If youre thinking about area youre thinking theres a width and theres a length	0.0
	Right	0.0
	And then come up with a situation that fits that	0.0
	Okay	0.0
	Awesome	0.0
	Thank you for trying	0.0
	You guys were trying to do something really complicated and that was a good try	0.0
	Carson did you want to go next	1.0
How much of the pizza did you eat	So do you all agree	2.0
	8 times 23 equals 163	0.0
	And the question is how much pizza did you eat	0.0
	Did that match	2.0
	Does that make sense	2.0
	Okay	0.0
	All right	0.0
	Anybody else want to share	1.0
	You guys ready to share	1.0
	Anna	1.0
13 of  How much	Nice	0.0
	So she had a 13 of a cup of flour	0.0
	And she needs 12 times as much as that for her recipe	0.0
	Equals 123	0.0
	I can do that math 12 divided by 3 is 4 cups	0.0
	Okay does that work you guys	2.0
Mmhmm	I need you to be thinking because youre going to have to do this on your own	0.0
	Does that work	2.0
	Awesome	0.0
	And she used the comparison right	1.0
	You guys they used the 12 times as much	0.0
	Awesome	0.0
	Okay so do you guys want to go next	1.0
	Who wants to go next	1.0
	Tom	1.0
How  does he have	Okay so 10 What	1.0
Timmy had 23 of an apple	Of an apple	1.0
Apple basket	Of a basket	4.0
He got 10 more baskets	10 more apples	1.0
At least thats what I heard	Okay	0.0
	So do you want the number model to be what	5.0
23 times 10	Whats 20 divided 3	5.0
	You guys are better at that than me	0.0
	7 6 and 23	1.0
Yeah 6 and 23	Okay	0.0
	So 6 and 23	0.0
	What does the 6 and 23 mean	5.0
How many apples	How many apples	1.0
	But did you ever tell me how many apples are in the basket	1.0
23 of	23 of an apple is in the basket	1.0
like the basket apple	23 of the basket are filled with apples	1.0
And 10 more apples	You added 10 more apples to that	1.0
It would be times	So it would be plus right	1.0
Yeah	Okay	0.0
	Can we fix this up	1.0
	How would we fix that up	5.0
	How about if we flip those numbers	5.0
	So we have that if there were 10 apples in a basket	1.0
	Okay	0.0
	So what if we had 10 apples	5.0
	And what would we do with the fraction	5.0
	You guys help us out	2.0
	If we had 10 apples what do we do with the fraction so that the number model had to be this	5.0
You could make	Whats a situation where you would need 23 of 10 apples	5.0
	Alec	1.0
He ate 23 of the apples	Oh	0.0
	Jordan ate 23 of the apples	4.0
	So ate 23 of the apples	0.0
	And so we have 10 apples	0.0
	Jordan ate 23 of them	0.0
	So then we have 10 times 23	0.0
	How many Whats your question then	5.0
	Whats the question	5.0
	What does the 6 and 23 represent	5.0
How many apples they ate	How many apples yep did Jordan eat	4.0
	Oh girl your tummys going to hurt	0.0
	Okay awesome	0.0
	Did we get everybody	1.0
	Did we do yours	1.0
	Okay lets do yours	1.0
Okay	Im ready	0.0
And the groups are A and B	Okay	0.0
	I heard chocolate bar	4.0
A class split a big chocolate bar between group A and B	Okay so we have groups A and B	4.0
And group B took 23	23 of what	5.0
23 of chocolate bar	Of the chocolate bar	1.0
Mmhmm	So would that work	1.0
	If group B ate 56 of it could group A eat 23	1.0
Oh	No	0.0
	So 23 of Kennedy	5.0
23 of the sixth	Im sorry what	1.0
	This should be 13	1.0
Yeah its supposed to be 13	Sorry	0.0
	So okay	0.0
	You still couldnt have a 13 left	0.0
	So Group a ate 13 of what	5.0
The last sixth	Okay so 13 of what was left	0.0
Mmhmm	Okay	0.0
	All right	0.0
	So I think we have a better handle on multiplying fractions	0.0
	So group B ate 56 of the giant chocolate bar	0.0
	And group A ate one 13 of what was left right	1.0
	So that equals 518	0.0
	So what is your question	5.0
	What does the 518 represent	5.0
How much of the chocolate bar they ate	Who ate	5.0
Group A	Yep	0.0
	How much did group A eat	0.0
	Okay	0.0
	And we could draw a picture of that	0.0
	Heres the giant chocolate bar	0.0
	Here is 56	0.0
	So we have this	0.0
	This is 56	0.0
	And then I need a different color	0.0
	I gave all my pens away	0.0
	Heres one	0.0
	And then this way we have 13 right	1.0
	So how much did group A eat	5.0
	So the double shaded is what group A ate okay	1.0
	So I could draw a picture of that right	1.0
	So with multiplication you should be able to draw a picture of your problem to help explain what you mean	0.0
	Awesome job guys	0.0
	So the next part youre going to work together	0.0
	I have some Oh wait you guys before we start this do you think you can create fraction multiplication number problems	1.0
	This is what you were doing just now right	1.0
Yeah	With real world context	0.0
	Its hard	0.0
	Its really difficult especially when were working with fractions	0.0
	But we had some good practice	0.0
	We get some practice with a partner all right	1.0
	So what I would like you to do is if you open your journals sorry to page 186 you will be working with same group	0.0
	I have number sentence cards and I have representation cards	0.0
	Whats a representation	5.0
	Everybody say Representation	1.0
